From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism
MYRIP	Q8NFW9	reviewed	MYRIP_HUMAN	Rab effector MyRIP (Exophilin-8) (Myosin-VIIa- and Rab-interacting protein) (Synaptotagmin-like protein lacking C2 domains C) (SlaC2-c) (Slp homolog lacking C2 domains c)	MYRIP SLAC2C	Homo sapiens (Human)
STXBP6	Q8NFX7	reviewed	STXB6_HUMAN	Syntaxin-binding protein 6 (Amisyn)	STXBP6 HSPC156	Homo sapiens (Human)
NLGN4Y	Q8NFZ3	reviewed	NLGNY_HUMAN	Neuroligin-4, Y-linked (Neuroligin Y)	NLGN4Y KIAA0951	Homo sapiens (Human)
CADM4	Q8NFZ8	reviewed	CADM4_HUMAN	Cell adhesion molecule 4 (Immunoglobulin superfamily member 4C) (IgSF4C) (Nectin-like protein 4) (NECL-4) (TSLC1-like protein 2)	CADM4 IGSF4C NECL4 TSLL2	Homo sapiens (Human)
NPB	Q8NG41	reviewed	NPB_HUMAN	Neuropeptide B (Preproprotein L7) (hPPL7) [Cleaved into: Neuropeptide B-23 (NPB23) (hL7); Neuropeptide B-29 (NPB29) (hL7C)]	NPB PPL7 PPNPB	Homo sapiens (Human)
LINS1	Q8NG48	reviewed	LINES_HUMAN	Protein Lines homolog 1 (Wnt-signaling molecule Lines homolog 1)	LINS1 LINS WINS1	Homo sapiens (Human)
ATP6V0E2	Q8NHE4	reviewed	VA0E2_HUMAN	V-type proton ATPase subunit e 2 (V-ATPase subunit e 2) (Lysosomal 9 kDa H(+)-transporting ATPase V0 subunit e2) (Vacuolar proton pump subunit e 2)	ATP6V0E2 ATP6V0E2L C7orf32	Homo sapiens (Human)
ZNRF2	Q8NHG8	reviewed	ZNRF2_HUMAN	E3 ubiquitin-protein ligase ZNRF2 (EC 2.3.2.27) (Protein Ells2) (RING finger protein 202) (RING-type E3 ubiquitin transferase ZNRF2) (Zinc/RING finger protein 2)	ZNRF2 RNF202	Homo sapiens (Human)
PLBD2	Q8NHP8	reviewed	PLBL2_HUMAN	Putative phospholipase B-like 2 (EC 3.1.1.-) (76 kDa protein) (p76) (LAMA-like protein 2) (Lamina ancestor homolog 2) (Phospholipase B domain-containing protein 2) [Cleaved into: Putative phospholipase B-like 2 32 kDa form; Putative phospholipase B-like 2 45 kDa form]	PLBD2	Homo sapiens (Human)
SGMS2	Q8NHU3	reviewed	SMS2_HUMAN	Phosphatidylcholine:ceramide cholinephosphotransferase 2 (EC 2.7.8.27) (Sphingomyelin synthase 2) (SMS2)	SGMS2 SMS2	Homo sapiens (Human)
GAS2L2	Q8NHY3	reviewed	GA2L2_HUMAN	GAS2-like protein 2 (GAS2-related protein on chromosome 17) (Growth arrest-specific protein 2-like 2)	GAS2L2 GAR17	Homo sapiens (Human)
IL31RA	Q8NI17	reviewed	IL31R_HUMAN	Interleukin-31 receptor subunit alpha (IL-31 receptor subunit alpha) (IL-31R subunit alpha) (IL-31R-alpha) (IL-31RA) (Cytokine receptor-like 3) (GLM-R) (hGLM-R) (Gp130-like monocyte receptor) (Gp130-like receptor) (ZcytoR17)	IL31RA CRL3 GPL UNQ6368/PRO21073/PRO21384	Homo sapiens (Human)
FBXO27	Q8NI29	reviewed	FBX27_HUMAN	F-box only protein 27 (F-box/G-domain protein 5)	FBXO27 FBG5 FBX27	Homo sapiens (Human)
SCAMP5	Q8TAC9	reviewed	SCAM5_HUMAN	Secretory carrier-associated membrane protein 5 (Secretory carrier membrane protein 5) (hSCAMP5)	SCAMP5	Homo sapiens (Human)
OCC1	Q8TAD7	reviewed	OCC1_HUMAN	Overexpressed in colon carcinoma 1 protein (OCC-1) (AGD3)	OCC1 C12orf75	Homo sapiens (Human)
KCNG3	Q8TAE7	reviewed	KCNG3_HUMAN	Voltage-gated potassium channel regulatory subunit KCNG3 (Potassium voltage-gated channel subfamily G member 3) (Voltage-gated potassium channel subunit Kv10.1) (Voltage-gated potassium channel subunit Kv6.3)	KCNG3	Homo sapiens (Human)
OLIG1	Q8TAK6	reviewed	OLIG1_HUMAN	Oligodendrocyte transcription factor 1 (Oligo1) (Class B basic helix-loop-helix protein 6) (bHLHb6) (Class E basic helix-loop-helix protein 21) (bHLHe21)	OLIG1 BHLHB6 BHLHE21	Homo sapiens (Human)
ERMN	Q8TAM6	reviewed	ERMIN_HUMAN	Ermin (Juxtanodin) (JN)	ERMN KIAA1189	Homo sapiens (Human)
MPLKIP	Q8TAP9	reviewed	MPLKI_HUMAN	M-phase-specific PLK1-interacting protein (TTD non-photosensitive 1 protein)	MPLKIP C7orf11 TTDN1	Homo sapiens (Human)
NUBPL	Q8TB37	reviewed	NUBPL_HUMAN	Iron-sulfur cluster transfer protein NUBPL (IND1 homolog) (Nucleotide-binding protein-like) (huInd1)	NUBPL C14orf127	Homo sapiens (Human)
SLC35B2	Q8TB61	reviewed	S35B2_HUMAN	Adenosine 3'-phospho 5'-phosphosulfate transporter 1 (PAPS transporter 1) (Putative MAPK-activating protein PM15) (Putative NF-kappa-B-activating protein 48) (Solute carrier family 35 member B2)	SLC35B2 PAPST1 PSEC0149	Homo sapiens (Human)
PRR7	Q8TB68	reviewed	PRR7_HUMAN	Proline-rich protein 7 (Synaptic proline-rich membrane protein)	PRR7	Homo sapiens (Human)
CNIH3	Q8TBE1	reviewed	CNIH3_HUMAN	Protein cornichon homolog 3 (CNIH-3) (Cornichon family AMPA receptor auxiliary protein 3)	CNIH3	Homo sapiens (Human)
TLCD3A	Q8TBR7	reviewed	TLC3A_HUMAN	TLC domain-containing protein 3A (Protein CT120) (Protein FAM57A)	TLCD3A FAM57A	Homo sapiens (Human)
TMEM163	Q8TC26	reviewed	TM163_HUMAN	Transmembrane protein 163	TMEM163	Homo sapiens (Human)
SLC22A8	Q8TCC7	reviewed	S22A8_HUMAN	Organic anion transporter 3 (hOAT3) (Organic anion/dicarboxylate exchanger) (Solute carrier family 22 member 8)	SLC22A8 OAT3	Homo sapiens (Human)
FBXO25	Q8TCJ0	reviewed	FBX25_HUMAN	F-box only protein 25	FBXO25 FBX25	Homo sapiens (Human)
CERK	Q8TCT0	reviewed	CERK1_HUMAN	Ceramide kinase (hCERK) (EC 2.7.1.138) (Acylsphingosine kinase) (Lipid kinase 4) (LK4)	CERK KIAA1646	Homo sapiens (Human)
SPPL3	Q8TCT6	reviewed	SPPL3_HUMAN	Signal peptide peptidase-like 3 (SPP-like 3) (EC 3.4.23.-) (Intramembrane protease 2) (IMP-2) (Presenilin homologous protein 1) (PSH1) (Presenilin-like protein 4)	SPPL3 IMP2 PSL4	Homo sapiens (Human)
PRG5	Q8TCV5	reviewed	WFDC5_HUMAN	WAP four-disulfide core domain protein 5 (Putative protease inhibitor WAP1) (p53-responsive gene 5 protein)	WFDC5 PRG5 WAP1 UNQ3036/PRO9842	Homo sapiens (Human)
PROKR1	Q8TCW9	reviewed	PKR1_HUMAN	Prokineticin receptor 1 (PK-R1) (G-protein coupled receptor 73) (G-protein coupled receptor ZAQ) (GPR73a)	PROKR1 GPR73 PKR1	Homo sapiens (Human)
MIPOL1	Q8TD10	reviewed	MIPO1_HUMAN	Mirror-image polydactyly gene 1 protein	MIPOL1	Homo sapiens (Human)
SLC2A12	Q8TD20	reviewed	GTR12_HUMAN	Solute carrier family 2, facilitated glucose transporter member 12 (Glucose transporter type 12) (GLUT-12)	SLC2A12 GLUT12	Homo sapiens (Human)
SFXN5	Q8TD22	reviewed	SFXN5_HUMAN	Sideroflexin-5	SFXN5	Homo sapiens (Human)
MGARP	Q8TDB4	reviewed	HUMMR_HUMAN	Protein MGARP (Corneal endothelium-specific protein 1) (CESP-1) (Hypoxia up-regulated mitochondrial movement regulator protein) (Mitochondria-localized glutamic acid-rich protein) (Ovary-specific acidic protein)	MGARP C4orf49 CESP1 HUMMR OSAP GS3582	Homo sapiens (Human)
BRSK1	Q8TDC3	reviewed	BRSK1_HUMAN	Serine/threonine-protein kinase BRSK1 (EC 2.7.11.1) (Brain-selective kinase 1) (EC 2.7.11.26) (Brain-specific serine/threonine-protein kinase 1) (BR serine/threonine-protein kinase 1) (Serine/threonine-protein kinase SAD-B) (Synapses of Amphids Defective homolog 1) (SAD1 homolog) (hSAD1)	BRSK1 KIAA1811 SAD1 SADB	Homo sapiens (Human)
NETO1	Q8TDF5	reviewed	NETO1_HUMAN	Neuropilin and tolloid-like protein 1 (Brain-specific transmembrane protein containing 2 CUB and 1 LDL-receptor class A domains protein 1)	NETO1 BTCL1	Homo sapiens (Human)
BCAS4	Q8TDM0	reviewed	BCAS4_HUMAN	Breast carcinoma-amplified sequence 4	BCAS4	Homo sapiens (Human)
KCNG3	Q8TDN1	reviewed	KCNG4_HUMAN	Voltage-gated potassium channel regulatory subunit KCNG4 (Potassium voltage-gated channel subfamily G member 4) (Voltage-gated potassium channel subunit Kv6.3) (Voltage-gated potassium channel subunit Kv6.4)	KCNG4 KCNG3	Homo sapiens (Human)
OXER1	Q8TDS5	reviewed	OXER1_HUMAN	Oxoeicosanoid receptor 1 (5-oxo-ETE G-protein coupled receptor) (G-protein coupled receptor 170) (G-protein coupled receptor R527) (G-protein coupled receptor TG1019)	OXER1 GPR170 TG1019	Homo sapiens (Human)
FAT3	Q8TDW7	reviewed	FAT3_HUMAN	Protocadherin Fat 3 (hFat3) (Cadherin family member 15) (FAT tumor suppressor homolog 3)	FAT3 CDHF15 KIAA1989	Homo sapiens (Human)
ELP5	Q8TE02	reviewed	ELP5_HUMAN	Elongator complex protein 5 (Dermal papilla-derived protein 6) (S-phase 2 protein)	ELP5 C17orf81 DERP6 HSPC002 MSTP071	Homo sapiens (Human)
ADAMTS17	Q8TE56	reviewed	ATS17_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 17 (ADAM-TS 17) (ADAM-TS17) (ADAMTS-17) (EC 3.4.24.-)	ADAMTS17	Homo sapiens (Human)
ADAMTS18	Q8TE60	reviewed	ATS18_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 18 (ADAM-TS 18) (ADAM-TS18) (ADAMTS-18) (EC 3.4.24.-)	ADAMTS18 ADAMTS21	Homo sapiens (Human)
GRHL3	Q8TE85	reviewed	GRHL3_HUMAN	Grainyhead-like protein 3 homolog (Sister of mammalian grainyhead) (Transcription factor CP2-like 4)	GRHL3 SOM TFCP2L4	Homo sapiens (Human)
HARS2	Q8TEA8	reviewed	DTD1_HUMAN	D-aminoacyl-tRNA deacylase 1 (DTD) (EC 3.1.1.96) (DNA-unwinding element-binding protein B) (DUE-B) (Gly-tRNA(Ala) deacylase) (Histidyl-tRNA synthase-related)	DTD1 C20orf88 DUEB HARS2	Homo sapiens (Human)
AFAP1L1	Q8TED9	reviewed	AF1L1_HUMAN	Actin filament-associated protein 1-like 1 (AFAP1-like protein 1)	AFAP1L1	Homo sapiens (Human)
SOLO	Q8TER5	reviewed	ARH40_HUMAN	Rho guanine nucleotide exchange factor 40 (Protein SOLO)	ARHGEF40 SOLO	Homo sapiens (Human)
WFIKKN2	Q8TEU8	reviewed	WFKN2_HUMAN	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2 (Growth and differentiation factor-associated serum protein 1) (GASP-1) (hGASP-1) (WAP, follistatin, immunoglobulin, Kunitz and NTR domain-containing-related protein) (WFIKKN-related protein)	WFIKKN2 GASP1 WFIKKNRP UNQ9235/PRO31996	Homo sapiens (Human)
DOK4	Q8TEW6	reviewed	DOK4_HUMAN	Docking protein 4 (Downstream of tyrosine kinase 4) (Insulin receptor substrate 5) (IRS-5) (IRS5)	DOK4	Homo sapiens (Human)
PARD3B	Q8TEW8	reviewed	PAR3L_HUMAN	Partitioning defective 3 homolog B (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 19 protein) (PAR3-beta) (Partitioning defective 3-like protein) (PAR3-L protein)	PARD3B ALS2CR19 PAR3B PAR3L	Homo sapiens (Human)
CREB3L4	Q8TEY5	reviewed	CR3L4_HUMAN	Cyclic AMP-responsive element-binding protein 3-like protein 4 (cAMP-responsive element-binding protein 3-like protein 4) (Androgen-induced basic leucine zipper protein) (AIbZIP) (Attaching to CRE-like 1) (ATCE1) (Cyclic AMP-responsive element-binding protein 4) (CREB-4) (cAMP-responsive element-binding protein 4) (Transcript induced in spermiogenesis protein 40) (Tisp40) (hJAL) [Cleaved into: Processed cyclic AMP-responsive element-binding protein 3-like protein 4]	CREB3L4 AIBZIP CREB4 JAL	Homo sapiens (Human)
SH3TC2	Q8TF17	reviewed	S3TC2_HUMAN	SH3 domain and tetratricopeptide repeat-containing protein 2	SH3TC2 KIAA1985 PP12494	Homo sapiens (Human)
DCANP1	Q8TF63	reviewed	DCNP1_HUMAN	Dendritic cell nuclear protein 1 (Dendritic cell nuclear protein-1) (Dendritic cell-associated nuclear protein)	DCANP1 C5orf20 DCNP1	Homo sapiens (Human)
LRRC15	Q8TF66	reviewed	LRC15_HUMAN	Leucine-rich repeat-containing protein 15 (Leucine-rich repeat protein induced by beta-amyloid homolog) (hLib)	LRRC15 LIB	Homo sapiens (Human)
WIPF2	Q8TF74	reviewed	WIPF2_HUMAN	WAS/WASL-interacting protein family member 2 (WASP-interacting protein-related protein) (WIP- and CR16-homologous protein) (WIP-related protein)	WIPF2 WICH WIRE PP10631	Homo sapiens (Human)
ABHD5	Q8WTS1	reviewed	ABHD5_HUMAN	1-acylglycerol-3-phosphate O-acyltransferase ABHD5 (EC 2.3.1.51) (Abhydrolase domain-containing protein 5) (Lipid droplet-binding protein CGI-58)	ABHD5 NCIE2 CGI-58	Homo sapiens (Human)
THAP3	Q8WTV1	reviewed	THAP3_HUMAN	THAP domain-containing protein 3	THAP3	Homo sapiens (Human)
ZDHHC1	Q8WTX9	reviewed	ZDHC1_HUMAN	Palmitoyltransferase ZDHHC1 (EC 2.3.1.225) (DHHC domain-containing cysteine-rich protein 1) (Zinc finger DHHC domain-containing protein 1) (DHHC-1) (Zinc finger protein 377)	ZDHHC1 C16orf1 ZNF377	Homo sapiens (Human)
GLYATL2	Q8WU03	reviewed	GLYL2_HUMAN	Glycine N-acyltransferase-like protein 2 (EC 2.3.1.13) (Acyl-CoA:glycine N-acyltransferase-like protein 2)	GLYATL2	Homo sapiens (Human)
RNF139	Q8WU17	reviewed	RN139_HUMAN	E3 ubiquitin-protein ligase RNF139 (EC 2.3.2.27) (RING finger protein 139) (RING-type E3 ubiquitin transferase RNF139) (Translocation in renal carcinoma on chromosome 8 protein)	RNF139 TRC8	Homo sapiens (Human)
U2AF1L4	Q8WU68	reviewed	U2AF4_HUMAN	Splicing factor U2AF 26 kDa subunit (U2 auxiliary factor 26) (U2 small nuclear RNA auxiliary factor 1-like protein 4) (U2AF1-like 4) (U2(RNU2) small nuclear RNA auxiliary factor 1-like protein 3) (U2 small nuclear RNA auxiliary factor 1-like protein 3) (U2AF1-like protein 3)	U2AF1L4 U2AF1-RS3 U2AF1L3	Homo sapiens (Human)
SMAP2	Q8WU79	reviewed	SMAP2_HUMAN	Stromal membrane-associated protein 2 (Stromal membrane-associated protein 1-like)	SMAP2 SMAP1L	Homo sapiens (Human)
CHPT1	Q8WUD6	reviewed	CHPT1_HUMAN	Cholinephosphotransferase 1 (hCPT1) (EC 2.7.8.2) (AAPT1-like protein) (Diacylglycerol cholinephosphotransferase 1)	CHPT1 CPT1 MSTP022	Homo sapiens (Human)
SLC22A17	Q8WUG5	reviewed	S22AH_HUMAN	Solute carrier family 22 member 17 (24p3 receptor) (24p3R) (Brain-type organic cation transporter) (Lipocalin-2 receptor) (Neutrophil gelatinase-associated lipocalin receptor) (NgalR)	SLC22A17 BOCT BOIT	Homo sapiens (Human)
CEMIP	Q8WUJ3	reviewed	CEMIP_HUMAN	Cell migration-inducing and hyaluronan-binding protein (EC 3.2.1.35) (Hyaluronan binding protein involved in hyaluronan depolymerization)	CEMIP HYBID KIAA1199	Homo sapiens (Human)
SLC38A5	Q8WUX1	reviewed	S38A5_HUMAN	Sodium-coupled neutral amino acid transporter 5 (Solute carrier family 38 member 5) (System N transporter 2)	SLC38A5 JM24 SN2 SNAT5 PP7194	Homo sapiens (Human)
PRUNE2	Q8WUY3	reviewed	PRUN2_HUMAN	Protein prune homolog 2 (BNIP2 motif-containing molecule at the C-terminal region 1)	PRUNE2 BMCC1 BNIPXL C9orf65 KIAA0367	Homo sapiens (Human)
NAT14	Q8WUY8	reviewed	NAT14_HUMAN	Probable N-acetyltransferase 14 (EC 2.3.1.-) (K562 cell-derived leucine-zipper-like protein 1)	NAT14 KLP1	Homo sapiens (Human)
NARF	Q8WVD3	reviewed	RN138_HUMAN	E3 ubiquitin-protein ligase RNF138 (EC 2.3.2.27) (Nemo-like kinase-associated RING finger protein) (NLK-associated RING finger protein) (hNARF) (RING finger protein 138) (RING-type E3 ubiquitin transferase RNF138)	RNF138 NARF HSD-4 HSD4	Homo sapiens (Human)
ANKRD49	Q8WVL7	reviewed	ANR49_HUMAN	Ankyrin repeat domain-containing protein 49 (Fetal globin-inducing factor)	ANKRD49 FGIF	Homo sapiens (Human)
TRAPPC14	Q8WVR3	reviewed	TPC14_HUMAN	Trafficking protein particle complex subunit 14 (Microtubule-associated protein 11)	TRAPPC14 C7orf43 MAP11	Homo sapiens (Human)
DYDC1	Q8WWB3	reviewed	DYDC1_HUMAN	DPY30 domain-containing protein 1	DYDC1 DPY30D1 RSD-9 RSD9	Homo sapiens (Human)
HPSE2	Q8WWQ2	reviewed	HPSE2_HUMAN	Inactive heparanase-2 (Hpa2)	HPSE2 HPA2	Homo sapiens (Human)
NEU4	Q8WWR8	reviewed	NEUR4_HUMAN	Sialidase-4 (EC 3.2.1.18) (N-acetyl-alpha-neuraminidase 4)	NEU4 LP5125	Homo sapiens (Human)
SLC5A11	Q8WWX8	reviewed	SC5AB_HUMAN	Sodium/myo-inositol cotransporter 2 (Na(+)/myo-inositol cotransporter 2) (Sodium-dependent glucose cotransporter) (Sodium/glucose cotransporter KST1) (Sodium/myo-inositol transporter 2) (SMIT2) (Solute carrier family 5 member 11)	SLC5A11 KST1 SLGTX SMIT2	Homo sapiens (Human)
LIPH	Q8WWY8	reviewed	LIPH_HUMAN	Lipase member H (LIPH) (EC 3.1.1.-) (LPD lipase-related protein) (Membrane-associated phosphatidic acid-selective phospholipase A1-alpha) (mPA-PLA1 alpha) (Phospholipase A1 member B)	LIPH LPDLR MPAPLA1 PLA1B	Homo sapiens (Human)
ABCA10	Q8WWZ4	reviewed	ABCAA_HUMAN	ATP-binding cassette sub-family A member 10 (EC 7.6.2.-)	ABCA10	Homo sapiens (Human)
ABCA5	Q8WWZ7	reviewed	ABCA5_HUMAN	Cholesterol transporter ABCA5 (EC 7.6.2.-) (ATP-binding cassette sub-family A member 5)	ABCA5 KIAA1888	Homo sapiens (Human)
RUFY2	Q8WXA3	reviewed	RUFY2_HUMAN	RUN and FYVE domain-containing protein 2 (Rab4-interacting protein related)	RUFY2 KIAA1537 RABIP4R	Homo sapiens (Human)
HTR3C	Q8WXA8	reviewed	5HT3C_HUMAN	5-hydroxytryptamine receptor 3C (5-HT3-C) (5-HT3C) (Serotonin receptor 3C)	HTR3C	Homo sapiens (Human)
SCG3	Q8WXD2	reviewed	SCG3_HUMAN	Secretogranin-3 (Secretogranin III) (SgIII)	SCG3 UNQ2502/PRO5990	Homo sapiens (Human)
AGS1	Q8WXE1	reviewed	ATRIP_HUMAN	ATR-interacting protein (ATM and Rad3-related-interacting protein)	ATRIP AGS1	Homo sapiens (Human)
SFRS19	Q8WXF0	reviewed	SRS12_HUMAN	Serine/arginine-rich splicing factor 12 (35 kDa SR repressor protein) (SRrp35) (Splicing factor, arginine/serine-rich 13B) (Splicing factor, arginine/serine-rich 19)	SRSF12 SFRS13B SFRS19 SRRP35	Homo sapiens (Human)
MADD	Q8WXG6	reviewed	MADD_HUMAN	MAP kinase-activating death domain protein (Differentially expressed in normal and neoplastic cells) (Insulinoma glucagonoma clone 20) (Rab3 GDP/GTP exchange factor) (RabGEF) (Rab3 GDP/GTP exchange protein) (Rab3GEP)	MADD DENN IG20 KIAA0358	Homo sapiens (Human)
JPH3	Q8WXH2	reviewed	JPH3_HUMAN	Junctophilin-3 (JP-3) (Junctophilin type 3) (Trinucleotide repeat-containing gene 22 protein)	JPH3 JP3 TNRC22	Homo sapiens (Human)
SOCS7	Q8WXH5	reviewed	SOCS4_HUMAN	Suppressor of cytokine signaling 4 (SOCS-4) (Suppressor of cytokine signaling 7) (SOCS-7)	SOCS4 SOCS7	Homo sapiens (Human)
BAALC	Q8WXS3	reviewed	BAALC_HUMAN	Brain and acute leukemia cytoplasmic protein	BAALC	Homo sapiens (Human)
ADAMTS14	Q8WXS8	reviewed	ATS14_HUMAN	A disintegrin and metalloproteinase with thrombospondin motifs 14 (ADAM-TS 14) (ADAM-TS14) (ADAMTS-14) (EC 3.4.24.-)	ADAMTS14	Homo sapiens (Human)
DNAAF4	Q8WXU2	reviewed	DAAF4_HUMAN	Dynein axonemal assembly factor 4 (Dyslexia susceptibility 1 candidate gene 1 protein)	DNAAF4 DYX1C1 EKN1	Homo sapiens (Human)
AUTS2	Q8WXX7	reviewed	AUTS2_HUMAN	Autism susceptibility gene 2 protein	AUTS2 KIAA0442	Homo sapiens (Human)
SLC7A3	Q8WY07	reviewed	CTR3_HUMAN	Cationic amino acid transporter 3 (CAT-3) (CAT3) (Cationic amino acid transporter y+) (Solute carrier family 7 member 3)	SLC7A3 ATRC3 CAT3	Homo sapiens (Human)
SORCS1	Q8WY21	reviewed	SORC1_HUMAN	VPS10 domain-containing receptor SorCS1 (hSorCS)	SORCS1 SORCS	Homo sapiens (Human)
BRI3BP	Q8WY22	reviewed	BRI3B_HUMAN	BRI3-binding protein (I3-binding protein) (Cervical cancer 1 proto-oncogene-binding protein KG19) (HCCRBP-1)	BRI3BP KG19	Homo sapiens (Human)
IFT81	Q8WYA0	reviewed	IFT81_HUMAN	Intraflagellar transport protein 81 homolog (Carnitine deficiency-associated protein expressed in ventricle 1) (CDV-1)	IFT81 CDV1	Homo sapiens (Human)
PIK3R5	Q8WYR1	reviewed	PI3R5_HUMAN	Phosphoinositide 3-kinase regulatory subunit 5 (PI3-kinase regulatory subunit 5) (PI3-kinase p101 subunit) (Phosphatidylinositol 4,5-bisphosphate 3-kinase regulatory subunit) (PtdIns-3-kinase regulatory subunit) (Protein FOAP-2) (PtdIns-3-kinase p101) (p101-PI3K)	PIK3R5	Homo sapiens (Human)
MAFIP	Q8WZ33	reviewed	MAFIP_HUMAN	MaFF-interacting protein (Tektin-4 like protein PP5644)	MAFIP MIP PP5644	Homo sapiens (Human)
CTTNBP2	Q8WZ74	reviewed	CTTB2_HUMAN	Cortactin-binding protein 2 (CortBP2)	CTTNBP2 C7orf8 CORTBP2 KIAA1758	Homo sapiens (Human)
RAPGEF4	Q8WZA2	reviewed	RPGF4_HUMAN	Rap guanine nucleotide exchange factor 4 (Exchange factor directly activated by cAMP 2) (Exchange protein directly activated by cAMP 2) (EPAC 2) (cAMP-regulated guanine nucleotide exchange factor II) (cAMP-GEFII)	RAPGEF4 CGEF2 EPAC2	Homo sapiens (Human)
ST8SIA1	Q92185	reviewed	SIA8A_HUMAN	Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase (EC 2.4.3.8) (Alpha-2,8-sialyltransferase 8A) (Ganglioside GD3 synthase) (Ganglioside GT3 synthase) (Sialyltransferase 8A) (SIAT8-A) (Sialyltransferase St8Sia I) (ST8SiaI)	ST8SIA1 SIAT8 SIAT8A	Homo sapiens (Human)
ST8SIA2	Q92186	reviewed	SIA8B_HUMAN	Alpha-2,8-sialyltransferase 8B (EC 2.4.3.-) (Sialyltransferase 8B) (SIAT8-B) (Sialyltransferase St8Sia II) (ST8SiaII) (Sialyltransferase X) (STX)	ST8SIA2 SIAT8B STX	Homo sapiens (Human)
SHC3	Q92529	reviewed	SHC3_HUMAN	SHC-transforming protein 3 (Neuronal Shc) (N-Shc) (Protein Rai) (SHC-transforming protein C) (Src homology 2 domain-containing-transforming protein C3) (SH2 domain protein C3)	SHC3 NSHC SHCC	Homo sapiens (Human)
SLC7A6	Q92536	reviewed	YLAT2_HUMAN	Y+L amino acid transporter 2 (Cationic amino acid transporter, y+ system) (Solute carrier family 7 member 6) (y(+)L-type amino acid transporter 2) (Y+LAT2) (y+LAT-2)	SLC7A6 KIAA0245	Homo sapiens (Human)
SCAR1	Q92558	reviewed	WASF1_HUMAN	Actin-binding protein WASF1 (Protein WAVE-1) (Verprolin homology domain-containing protein 1) (Wiskott-Aldrich syndrome protein family member 1) (WASP family protein member 1)	WASF1 KIAA0269 SCAR1 WAVE1	Homo sapiens (Human)
PHYHIP	Q92561	reviewed	PHYIP_HUMAN	Phytanoyl-CoA hydroxylase-interacting protein (Phytanoyl-CoA hydroxylase-associated protein 1) (PAHX-AP1) (PAHXAP1)	PHYHIP DYRK1AP3 KIAA0273	Homo sapiens (Human)
SPOCK2	Q92563	reviewed	TICN2_HUMAN	Testican-2 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 2)	SPOCK2 KIAA0275 TICN2 UNQ269/PRO306	Homo sapiens (Human)
PIK3R3	Q92569	reviewed	P55G_HUMAN	Phosphatidylinositol 3-kinase regulatory subunit gamma (PI3-kinase regulatory subunit gamma) (PI3K regulatory subunit gamma) (PtdIns-3-kinase regulatory subunit gamma) (Phosphatidylinositol 3-kinase 55 kDa regulatory subunit gamma) (PI3-kinase subunit p55-gamma) (PtdIns-3-kinase regulatory subunit p55-gamma) (p55PIK)	PIK3R3	Homo sapiens (Human)
SLC9A6	Q92581	reviewed	SL9A6_HUMAN	Sodium/hydrogen exchanger 6 (Na(+)/H(+) exchanger 6) (NHE-6) (Solute carrier family 9 member 6)	SLC9A6 KIAA0267 NHE6	Homo sapiens (Human)
LPGAT1	Q92604	reviewed	LGAT1_HUMAN	Acyl-CoA:lysophosphatidylglycerol acyltransferase 1 (2-acylglycerophosphocholine O-acyltransferase) (EC 2.3.1.62) (Acyl-CoA:monoacylglycerol acyltransferase LPGAT1) (EC 2.3.1.22) (Lysophospholipid acyltransferase 7) (LPLAT7) (EC 2.3.1.-) (Stearoyl-CoA:1-lyso-2-acyl-PE acyltransferase)	LPGAT1 FAM34A KIAA0205	Homo sapiens (Human)
SGCD	Q92629	reviewed	SGCD_HUMAN	Delta-sarcoglycan (Delta-SG) (35 kDa dystrophin-associated glycoprotein) (35DAG)	SGCD	Homo sapiens (Human)
AKAP1	Q92667	reviewed	AKAP1_HUMAN	A-kinase anchor protein 1, mitochondrial (A-kinase anchor protein 149 kDa) (AKAP 149) (Dual specificity A-kinase-anchoring protein 1) (D-AKAP-1) (Protein kinase A-anchoring protein 1) (PRKA1) (Spermatid A-kinase anchor protein 84) (S-AKAP84)	AKAP1 AKAP149 PRKA1	Homo sapiens (Human)
RSC1A1	Q92681	reviewed	RSCA1_HUMAN	Regulatory solute carrier protein family 1 member 1 (Transporter regulator RS1) (hRS1)	RSC1A1	Homo sapiens (Human)
FRP	Q92765	reviewed	SFRP3_HUMAN	Secreted frizzled-related protein 3 (sFRP-3) (Frezzled) (Fritz) (Frizzled-related protein 1) (FrzB-1)	FRZB FIZ FRE FRP FRZB1 SFRP3	Homo sapiens (Human)
RREB1	Q92766	reviewed	RREB1_HUMAN	Ras-responsive element-binding protein 1 (RREB-1) (Finger protein in nuclear bodies) (Raf-responsive zinc finger protein LZ321) (Zinc finger motif enhancer-binding protein 1) (Zep-1)	RREB1 FINB	Homo sapiens (Human)
DIO2	Q92813	reviewed	IOD2_HUMAN	Type II iodothyronine deiodinase (EC 1.21.99.4) (5DII) (DIOII) (Type 2 DI) (Type-II 5'-deiodinase)	DIO2 ITDI2 TXDI2	Homo sapiens (Human)
